Name,Fibered,Crossing Number,Unknotting Number,Genus-3D,Crosscap Number,Bridge Index,Braid Index,Braid Length,Signature,Thurston-Bennequin Number,Arc Index,Stick Number,Tunnel Number,Jones (vector),Genus-4D,Genus-4D (Top.),Determinant,Rasmussen s,Ozsvath-Szabo tau,Arf Invariant,Turaev Genus,Clasp Number,L-space,Epsilon,Quasialternating,Almost Alternating,Adequate,Unknotting Number-Algebraic,Ropelength
12a_39,Y,12,2,4,5,3,5,,2,[-10][-4],14,,2,{-8; 4; -1; 3; -8; 15; -22; 28; -29; 28; -23; 16; -9; 4; -1},1,1,187,-2,-1,1,0,,No,-1,Y,N,Y,2,106.80567
12a_40,Y,12,1,4,6,3,5,,-2,[-3][-11],14,,2,{-3; 9; 1; -4; 10; -18; 26; -31; 34; -31; 25; -17; 9; -4; 1},1,1,211,2,1,1,0,,No,1,Y,N,Y,1,107.61028
12a_41,N,12,[2;3],4,5,3,4,,4,[-14][0],14,,2,{-11; 1; -1; 4; -10; 17; -24; 28; -29; 27; -20; 14; -7; 3; -1},2,2,185,-4,-2,0,0,,No,-1,Y,N,Y,2,106.87524
12a_42,N,12,2,3,5,3,5,,2,[-12][-2],14,,1,{-10; 2; -1; 3; -7; 11; -15; 19; -20; 19; -15; 11; -6; 3; -1},1,1,131,-2,-1,1,0,,No,-1,Y,N,Y,1,106.35997
12a_43,N,12,3,3,6,3,5,,-6,[5][-19],14,,2,{3; 15; 1; -3; 9; -15; 24; -30; 32; -31; 25; -18; 10; -4; 1},3,3,203,6,3,1,0,,No,1,Y,N,Y,3,107.48596
12a_44,N,12,[2;3],3,6,3,6,,-4,[1][-15],14,,2,{0; 12; 1; -3; 9; -17; 26; -32; 35; -33; 27; -19; 10; -4; 1},2,2,217,4,2,0,0,,No,1,Y,N,Y,2,107.62266
12a_45,Y,12,[2;3],4,5,3,5,,2,[-10][-4],14,,2,{-8; 4; -1; 3; -8; 15; -22; 27; -28; 27; -21; 15; -8; 3; -1},1,1,179,-2,-1,1,0,,No,-1,Y,N,Y,1,106.63407
12a_46,N,12,2,3,5,3,6,,0,[-8][-6],14,,2,{-7; 5; -1; 3; -8; 14; -19; 24; -25; 24; -19; 13; -7; 3; -1},1,1,161,0,0,0,0,,No,0,Y,N,Y,1,106.87338
12a_47,N,12,[2;3],3,6,3,6,,-4,[1][-15],14,,2,{0; 12; 1; -3; 8; -15; 23; -28; 31; -29; 24; -17; 9; -4; 1},2,2,193,4,2,0,0,,No,1,Y,N,Y,2,106.47204
12a_48,Y,12,2,4,6,3,5,,0,[-7][-7],14,,2,{-6; 6; 1; -4; 11; -21; 31; -39; 42; -39; 33; -22; 12; -5; 1},1,1,261,0,0,1,0,,No,0,Y,N,Y,1,107.24221
12a_49,N,12,[2;3],3,5,3,5,,2,[-12][-2],14,,2,{-10; 2; -1; 4; -11; 19; -28; 35; -36; 35; -28; 19; -10; 4; -1},1,1,231,-2,-1,0,0,,No,-1,Y,N,Y,2,108.52042
12a_50,Y,12,[2;3],4,5,3,5,,2,[-10][-4],14,,2,{-8; 4; -1; 3; -8; 13; -18; 23; -23; 22; -17; 12; -7; 3; -1},1,1,151,-2,-1,0,0,,No,-1,Y,N,Y,1 or 2,106.61788
12a_51,N,12,2,3,5,3,6,,0,[-8][-6],14,,2,{-7; 5; -1; 3; -8; 14; -21; 28; -29; 29; -24; 17; -10; 4; -1},1,1,189,0,0,1,0,,No,0,Y,N,Y,1,106.93632
12a_52,N,12,4,4,4,3,4,,-8,[7][-21],14,,2,{4; 16; 1; -2; 6; -8; 12; -15; 16; -16; 13; -10; 6; -3; 1},4,4,109,8,4,1,0,,No,1,Y,N,Y,4,105.23497
12a_53,N,12,3,3,5,3,5,,-6,[5][-19],14,,2,{3; 15; 1; -3; 9; -15; 22; -26; 28; -26; 20; -14; 7; -3; 1},3,3,175,6,3,0,0,,No,1,Y,N,Y,3,108.02371
12a_54,N,12,2,3,5,3,6,,0,[-6][-8],14,,2,{-5; 7; -1; 3; -7; 13; -19; 25; -26; 25; -21; 15; -9; 4; -1},0,0,169,0,0,0,0,,No,0,Y,N,Y,2,106.70598
12a_55,N,12,3,3,5,3,5,,-6,[5][-19],14,,2,{3; 15; 1; -2; 6; -10; 17; -22; 24; -24; 20; -15; 9; -4; 1},3,3,155,6,3,1,0,,No,1,Y,N,Y,3,107.34055
12a_56,N,12,2,2,4,3,6,,-4,[3][-17],14,,1,{2; 14; 1; -2; 5; -7; 10; -12; 13; -12; 10; -8; 5; -3; 1},2,2,89,4,2,0,0,,No,1,Y,N,Y,2,105.15395
12a_57,N,12,2,3,5,3,6,,0,[-8][-6],14,,2,{-7; 5; -1; 4; -9; 16; -22; 26; -28; 26; -20; 14; -7; 3; -1},1,1,177,0,0,0,0,,No,0,Y,N,Y,1,108.22387
12a_58,Y,12,1,4,6,3,5,,0,[-7][-7],14,,2,{-6; 6; 1; -4; 9; -17; 25; -30; 33; -30; 25; -17; 9; -4; 1},1,1,205,0,0,1,0,,No,0,Y,N,Y,1,106.74985
12a_59,Y,12,2,4,6,3,5,,-2,[-3][-11],14,,2,{-3; 9; 1; -5; 13; -23; 33; -39; 42; -38; 30; -20; 10; -4; 1},1,1,259,2,1,1,0,,No,1,Y,N,Y,2,108.01843
12a_60,Y,12,2,4,6,3,5,,0,[-7][-7],14,,2,{-6; 6; 1; -4; 11; -21; 31; -39; 42; -39; 33; -22; 12; -5; 1},1,1,261,0,0,1,0,,No,0,Y,N,Y,1,106.84094
12a_61,Y,12,1,4,5,3,5,,-2,[-4][-10],14,,2,{-4; 8; -1; 3; -7; 14; -20; 26; -28; 27; -23; 16; -9; 4; -1},1,1,179,2,1,1,0,,No,1,Y,N,Y,1,107.74744
12a_62,N,12,2,3,5,3,6,,0,[-6][-8],14,,1,{-5; 7; -1; 3; -6; 11; -15; 19; -20; 18; -15; 11; -6; 3; -1},1,1,129,0,0,0,0,,No,0,Y,N,Y,1,106.4628
12a_63,Y,12,2,4,6,3,5,,-2,[-3][-11],14,,2,{-3; 9; 1; -5; 13; -23; 33; -39; 42; -38; 30; -20; 10; -4; 1},1,1,259,2,1,1,0,,No,1,Y,N,Y,2,107.48825
12a_64,N,12,[2;3],3,6,3,6,,-4,[1][-15],14,,2,{0; 12; 1; -3; 9; -17; 26; -32; 35; -33; 27; -19; 10; -4; 1},2,2,217,4,2,0,0,,No,1,Y,N,Y,2,108.11461
12a_65,Y,12,[2;3],4,5,3,5,,2,[-10][-4],14,,2,{-8; 4; -1; 3; -8; 15; -22; 27; -28; 27; -21; 15; -8; 3; -1},1,1,179,-2,-1,1,0,,No,-1,Y,N,Y,1,107.94436
12a_66,Y,12,2,4,5,3,5,,0,[-6][-8],14,,2,{-5; 7; -1; 4; -11; 21; -29; 36; -38; 35; -28; 19; -10; 4; -1},1,1,237,0,0,1,0,,No,0,Y,N,Y,1,107.39064
12a_67,Y,12,2,4,5,3,5,,2,[-10][-4],14,,2,{-8; 4; -1; 4; -10; 19; -27; 33; -35; 32; -26; 18; -9; 4; -1},1,1,219,-2,-1,1,0,,No,-1,Y,N,Y,2,106.27134
12a_68,N,12,2,3,5,3,6,,0,[-8][-6],14,,2,{-7; 5; -1; 4; -9; 16; -22; 27; -29; 27; -22; 15; -8; 4; -1},1,1,185,0,0,0,0,,No,0,Y,N,Y,1,106.39278
12a_69,Y,12,2,4,6,3,5,,2,[-11][-3],14,,2,{-9; 3; 1; -4; 10; -19; 28; -35; 38; -36; 30; -20; 12; -5; 1},1,1,239,-2,-1,0,0,,No,-1,Y,N,Y,1,108.89521
12a_70,Y,12,2,4,5,3,5,,4,[-14][0],14,,2,{-11; 1; -1; 4; -10; 19; -28; 34; -37; 35; -28; 20; -11; 5; -1},2,2,233,-4,-2,0,0,,No,-1,Y,N,Y,2,106.9734
12a_71,Y,12,2,4,5,3,5,,-2,[-4][-10],14,,2,{-4; 8; -1; 4; -9; 17; -24; 30; -33; 31; -25; 18; -10; 4; -1},1,1,207,2,1,0,0,,No,1,Y,N,Y,2,105.76703
12a_72,N,12,2,3,5,3,6,,0,[-6][-8],14,,2,{-5; 7; -1; 4; -9; 17; -24; 29; -31; 29; -23; 16; -9; 4; -1},1,1,197,0,0,1,0,,No,0,Y,N,Y,1,105.76388
12a_73,N,12,1,3,6,3,6,,-2,[-3][-11],14,,2,{-3; 9; 1; -4; 10; -18; 26; -31; 34; -31; 25; -17; 9; -4; 1},1,1,211,2,1,1,0,,No,1,Y,N,Y,1,107.087
12a_74,Y,12,2,4,6,3,5,,2,[-11][-3],14,,2,{-9; 3; 1; -5; 12; -22; 32; -38; 41; -38; 30; -20; 11; -4; 1},1,1,255,-2,-1,0,0,,No,-1,Y,N,Y,2,107.9165
12a_75,N,12,[2;3],3,5,3,5,,-4,[1][-15],14,,2,{0; 12; 1; -3; 8; -15; 23; -29; 33; -31; 26; -19; 11; -5; 1},2,2,205,4,2,1,0,,No,1,Y,N,Y,2,106.62229
12a_76,N,12,2,2,4,3,6,,-2,[-1][-13],14,,2,{-1; 11; 1; -3; 7; -12; 17; -20; 22; -20; 17; -12; 7; -4; 1},1,1,143,2,1,0,0,,No,1,Y,N,Y,1,105.16679
12a_77,Y,12,2,4,6,3,5,,0,[-7][-7],14,,1,{-6; 6; 1; -4; 10; -18; 26; -33; 36; -33; 28; -19; 11; -5; 1},0,0,225,0,0,0,0,,No,0,Y,N,Y,2,111.77024
12a_78,N,12,[2;3],4,5,3,4,,4,[-14][0],14,,1,{-11; 1; -1; 3; -7; 12; -18; 22; -23; 22; -17; 13; -7; 3; -1},2,2,149,-4,-2,1,0,,No,-1,Y,N,Y,2,107.16614
12a_79,Y,12,2,4,5,3,5,,0,[-6][-8],14,,2,{-5; 7; -1; 4; -9; 17; -24; 30; -32; 29; -24; 17; -9; 4; -1},1,1,201,0,0,0,0,,No,0,Y,N,Y,1,108.14915
12a_80,Y,12,1,4,5,3,5,,0,[-6][-8],14,,2,{-5; 7; -1; 4; -9; 16; -22; 26; -27; 25; -19; 13; -7; 3; -1},1,1,173,0,0,1,0,,No,0,Y,N,Y,1,106.59267
12a_81,N,12,2,3,5,3,6,,-2,[-4][-10],14,,1,{-4; 8; -1; 4; -8; 14; -19; 23; -25; 23; -18; 13; -7; 3; -1},1,1,159,2,1,0,0,,No,1,Y,N,Y,2,108.07708
12a_82,N,12,3,3,6,3,5,,-6,[5][-19],14,,1,{3; 15; 1; -3; 9; -15; 23; -28; 30; -29; 23; -16; 9; -4; 1},3,3,191,6,3,0,0,,No,1,Y,N,Y,3,109.15615
12a_83,N,12,2,3,6,3,6,,-4,[1][-15],14,,1,{0; 12; 1; -4; 10; -17; 25; -30; 33; -30; 24; -17; 9; -4; 1},2,2,205,4,2,1,0,,No,1,Y,N,Y,2,108.035
12a_84,Y,12,2,4,5,3,5,,2,[-10][-4],14,,1,{-8; 4; -1; 4; -10; 17; -24; 30; -31; 29; -23; 16; -9; 4; -1},1,1,199,-2,-1,0,0,,No,-1,Y,N,Y,1,108.06945
12a_85,N,12,[2;3],4,5,3,4,,4,[-14][0],14,,1,{-11; 1; -1; 3; -8; 13; -18; 22; -22; 21; -16; 11; -6; 3; -1},2,2,145,-4,-2,0,0,,No,-1,Y,N,Y,2,111.24154
12a_86,N,12,[2;3],3,5,3,5,,2,[-12][-2],14,,1,{-10; 2; -1; 3; -8; 13; -19; 25; -26; 26; -21; 15; -9; 4; -1},1,1,171,-2,-1,1,0,,No,-1,Y,N,Y,2,107.84296
12a_87,Y,12,2,4,5,3,5,,2,[-10][-4],14,,1,{-8; 4; -1; 3; -8; 14; -20; 26; -27; 26; -21; 15; -9; 4; -1},1,1,175,-2,-1,0,0,,No,-1,Y,N,Y,2,109.66426
12a_88,Y,12,2,4,6,3,5,,-2,[-3][-11],14,,2,{-3; 9; 1; -5; 14; -25; 36; -44; 47; -43; 35; -23; 12; -5; 1},1,1,291,2,1,1,0,,No,1,Y,N,Y,2,110.04555
12a_89,N,12,[2;3],3,5,3,5,,2,[-12][-2],14,,2,{-10; 2; -1; 3; -8; 14; -20; 25; -26; 25; -20; 14; -7; 3; -1},1,1,167,-2,-1,0,0,,No,-1,Y,N,Y,1,106.23802
12a_90,Y,12,2,4,6,3,5,,-2,[-3][-11],14,,2,{-3; 9; 1; -4; 10; -18; 27; -33; 36; -33; 27; -19; 10; -4; 1},1,1,223,2,1,0,0,,No,1,Y,N,Y,1,107.11977
12a_91,Y,12,2,4,5,3,5,,-4,[0][-14],14,,2,{-1; 11; -1; 5; -11; 20; -27; 33; -35; 32; -26; 17; -9; 4; -1},2,2,221,4,2,1,0,,No,1,Y,N,Y,2,106.53815
12a_92,Y,12,2,4,5,3,5,,2,[-10][-4],14,,2,{-8; 4; -1; 4; -10; 17; -24; 29; -30; 28; -21; 15; -8; 3; -1},1,1,191,-2,-1,0,0,,No,-1,Y,N,Y,1,105.88089
12a_93,N,12,4,4,4,3,4,,-8,[7][-21],14,,2,{4; 16; 1; -2; 6; -9; 14; -17; 18; -18; 15; -11; 6; -3; 1},4,4,121,8,4,0,0,,No,1,Y,N,Y,4,106.14532
12a_94,N,12,[3;4],3,5,3,5,,-6,[5][-19],14,,2,{3; 15; 1; -3; 8; -13; 20; -24; 26; -24; 19; -14; 7; -3; 1},3,3,163,6,3,1,0,,No,1,Y,N,Y,3,105.92584
12a_95,N,12,2,3,5,3,6,,-2,[-2][-12],14,,1,{-2; 10; -1; 4; -9; 17; -23; 29; -31; 28; -23; 16; -9; 4; -1},1,1,195,2,1,1,0,,No,1,Y,N,Y,2,107.40113
12a_96,N,12,3,3,4,3,5,,-6,[5][-19],14,,1,{3; 15; 1; -2; 5; -8; 13; -16; 18; -17; 14; -11; 6; -3; 1},3,3,115,6,3,1,0,,No,1,Y,N,Y,3,108.80332
12a_97,N,12,[2;3],2,4,3,6,,-4,[3][-17],14,,1,{2; 14; 1; -3; 7; -11; 16; -18; 20; -18; 14; -11; 6; -3; 1},2,2,129,4,2,0,0,,No,1,Y,N,Y,2,106.72801
12a_98,Y,12,2,4,5,3,5,,-2,[-4][-10],14,,1,{-4; 8; -1; 4; -9; 16; -22; 28; -30; 28; -23; 16; -9; 4; -1},1,1,191,2,1,0,0,,No,1,Y,N,Y,1,108.48369
12a_99,Y,12,2,4,6,3,5,,0,[-7][-7],14,,1,{-6; 6; 1; -5; 11; -19; 27; -32; 35; -31; 25; -17; 9; -4; 1},1,1,217,0,0,0,0,,No,0,Y,N,Y,1,107.39526
12a_100,N,12,2,3,5,3,6,,0,[-8][-6],14,,2,{-7; 5; -1; 4; -11; 19; -27; 34; -35; 34; -27; 18; -10; 4; -1},0,0,225,0,0,0,0,,No,0,Y,N,Y,2,108.74017
12a_101,Y,12,2,4,5,3,5,,0,[-6][-8],14,,2,{-5; 7; -1; 4; -11; 20; -28; 35; -36; 34; -27; 18; -10; 4; -1},1,1,229,0,0,1,0,,No,0,Y,N,Y,1,111.41031
12a_102,N,12,[3;4],3,6,3,5,,-6,[5][-19],14,,2,{3; 15; 1; -4; 12; -20; 30; -36; 38; -36; 28; -19; 10; -4; 1},3,3,239,6,3,0,0,,No,1,Y,N,Y,3,109.75361
12a_103,N,12,[2;3],3,6,3,6,,-2,[-3][-11],14,,2,{-3; 9; 1; -3; 9; -17; 25; -32; 35; -33; 28; -19; 11; -5; 1},1,1,219,2,1,1,0,,No,1,Y,N,Y,2,107.29078
12a_104,N,12,[2;3],3,5,3,5,,2,[-12][-2],14,,1,{-10; 2; -1; 4; -9; 14; -20; 24; -25; 24; -18; 13; -7; 3; -1},1,1,163,-2,-1,1,0,,No,-1,Y,N,Y,1,107.2685
12a_105,Y,12,3,4,4,3,5,,-6,[3][-17],14,,2,{1; 13; 1; -3; 7; -11; 16; -18; 20; -19; 15; -11; 6; -3; 1},3,3,131,6,3,1,0,,No,1,Y,N,Y,3,105.00379
12a_106,N,12,2,3,5,3,6,,-4,[1][-15],14,,1,{0; 12; 1; -3; 7; -12; 18; -21; 23; -21; 17; -12; 6; -3; 1},2,2,145,4,2,0,0,,No,1,Y,N,Y,2,106.02389
12a_107,N,12,[3;4],3,6,3,5,,-6,[5][-19],14,,2,{3; 15; 1; -4; 12; -20; 30; -36; 38; -36; 28; -19; 10; -4; 1},3,3,239,6,3,0,0,,No,1,Y,N,Y,3,109.52726
12a_108,Y,12,2,4,6,3,5,,-2,[-3][-11],14,,2,{-3; 9; 1; -5; 12; -21; 30; -35; 38; -34; 27; -18; 9; -4; 1},1,1,235,2,1,1,0,,No,1,Y,N,Y,1,107.17538
12a_109,N,12,2,3,5,3,6,,0,[-8][-6],14,,2,{-7; 5; -1; 3; -7; 12; -17; 22; -23; 22; -18; 13; -7; 3; -1},1,1,149,0,0,1,0,,No,0,Y,N,Y,1,105.60343
12a_110,N,12,2,3,5,3,6,,-4,[1][-15],14,,1,{0; 12; 1; -3; 8; -14; 21; -26; 29; -27; 22; -16; 9; -4; 1},2,2,181,4,2,1,0,,No,1,Y,N,Y,2,106.45401
12a_111,Y,12,2,4,5,3,5,,-4,[0][-14],14,,2,{-1; 11; -1; 5; -11; 20; -27; 33; -35; 32; -26; 17; -9; 4; -1},2,2,221,4,2,1,0,,No,1,Y,N,Y,2,107.66928
12a_112,Y,12,2,4,5,3,5,,2,[-10][-4],14,,1,{-8; 4; -1; 4; -9; 15; -21; 25; -26; 24; -18; 13; -7; 3; -1},1,1,167,-2,-1,0,0,,No,-1,Y,N,Y,1,108.26094
12a_113,Y,12,2,4,6,4,5,,-2,[-3][-11],14,,2,{-3; 9; 1; -4; 11; -19; 27; -33; 35; -32; 26; -17; 9; -4; 1},1,1,219,2,1,1,0,,No,1,Y,N,Y,2,106.64303
12a_114,N,12,[2;3],3,6,4,6,,-4,[1][-15],14,,2,{0; 12; 1; -3; 9; -16; 24; -30; 32; -30; 25; -17; 9; -4; 1},2,2,201,4,2,0,0,,No,1,Y,N,Y,2,106.48625
12a_115,Y,12,2,4,5,3,5,,0,[-6][-8],14,,2,{-5; 7; -1; 4; -11; 20; -28; 35; -36; 34; -27; 18; -10; 4; -1},1,1,229,0,0,1,0,,No,0,Y,N,Y,1,107.10947
12a_116,Y,12,2,4,5,4,5,,2,[-10][-4],14,,2,{-8; 4; -1; 3; -8; 15; -21; 26; -27; 25; -20; 14; -7; 3; -1},1,1,171,-2,-1,1,0,,No,-1,Y,N,Y,2,106.19928
12a_117,N,12,[2;3],3,6,4,6,,-4,[1][-15],14,,2,{0; 12; 1; -3; 9; -16; 24; -30; 32; -30; 25; -17; 9; -4; 1},2,2,201,4,2,0,0,,No,1,Y,N,Y,2,107.1687
12a_118,N,12,2,3,5,3,6,,0,[-8][-6],14,,1,{-7; 5; -1; 3; -7; 12; -16; 20; -21; 20; -16; 11; -6; 3; -1},1,1,137,0,0,0,0,,No,0,Y,N,Y,1,105.81594
12a_119,Y,12,2,4,5,4,5,,-4,[0][-14],14,,2,{-1; 11; -1; 4; -9; 17; -22; 28; -30; 27; -23; 15; -8; 4; -1},2,2,189,4,2,1,0,,No,1,Y,N,Y,2,106.11009
12a_120,Y,12,2,4,6,3,5,,-2,[-3][-11],14,,2,{-3; 9; 1; -5; 12; -21; 30; -35; 38; -34; 27; -18; 9; -4; 1},1,1,235,2,1,1,0,,No,1,Y,N,Y,1,107.08053
12a_121,N,12,1,3,5,3,6,,0,[-8][-6],14,,1,{-7; 5; -1; 3; -6; 11; -16; 20; -22; 21; -17; 13; -7; 3; -1},1,1,141,0,0,1,0,,No,0,Y,N,Y,1,105.66118
12a_122,Y,12,2,4,5,4,5,,2,[-10][-4],14,,2,{-8; 4; -1; 3; -8; 15; -21; 26; -27; 25; -20; 14; -7; 3; -1},1,1,171,-2,-1,1,0,,No,-1,Y,N,Y,2,106.01444
12a_123,Y,12,2,4,4,3,5,,4,[-13][-1],14,,2,{-10; 2; 1; -3; 7; -13; 18; -22; 23; -21; 18; -12; 7; -3; 1},2,2,149,-4,-2,1,0,,No,-1,Y,N,Y,2,105.99561
12a_124,N,12,2,3,5,3,6,,2,[-11][-3],14,,1,{-9; 3; 1; -3; 7; -13; 18; -22; 24; -22; 18; -12; 7; -3; 1},1,1,151,-2,-1,0,0,,No,-1,Y,N,Y,1,106.51541
12a_125,Y,12,[2;3],3,6,3,7,,0,[-7][-7],14,,2,{-6; 6; 1; -3; 8; -15; 22; -27; 29; -27; 22; -15; 8; -3; 1},1,1,181,0,0,1,0,,No,0,Y,N,Y,1,106.7474
12a_126,Y,12,2,4,6,3,5,,0,[-7][-7],14,,2,{-6; 6; 1; -4; 10; -19; 28; -34; 37; -34; 28; -19; 10; -4; 1},1,1,229,0,0,1,0,,No,0,Y,N,Y,1,109.10668
12a_127,N,12,[2;3],3,5,3,6,,-2,[-3][-11],14,,2,{-3; 9; 1; -2; 6; -11; 17; -23; 25; -24; 21; -15; 9; -4; 1},1,1,159,2,1,0,0,,No,1,Y,N,Y,2,109.25776
12a_128,N,12,2,2,4,3,7,,0,[-5][-9],14,,1,{-4; 8; 1; -2; 5; -8; 11; -14; 15; -14; 12; -9; 6; -3; 1},1,1,101,0,0,1,0,,No,0,Y,N,Y,1,107.10261
12a_129,Y,12,2,4,5,3,5,,-2,[-4][-10],14,,2,{-4; 8; -1; 3; -7; 13; -18; 23; -24; 23; -19; 13; -7; 3; -1},1,1,155,2,1,1,0,,No,1,Y,N,Y,2,106.20554
12a_130,N,12,2,3,5,3,6,,0,[-6][-8],14,,1,{-5; 7; -1; 3; -7; 13; -18; 23; -24; 22; -18; 13; -7; 3; -1},1,1,153,0,0,0,0,,No,0,Y,N,Y,1,108.91642
12a_131,Y,12,2,4,5,3,5,,2,[-10][-4],14,,2,{-8; 4; -1; 4; -10; 19; -28; 34; -36; 34; -27; 19; -10; 4; -1},1,1,227,-2,-1,1,0,,No,-1,Y,N,Y,1,108.86985
12a_132,Y,12,2,4,6,3,5,,0,[-7][-7],14,,2,{-6; 6; 1; -4; 10; -19; 28; -34; 37; -34; 28; -19; 10; -4; 1},1,1,229,0,0,1,0,,No,0,Y,N,Y,1,108.35677
12a_133,Y,12,2,4,5,3,5,,2,[-10][-4],14,,2,{-8; 4; -1; 4; -10; 19; -28; 34; -36; 34; -27; 19; -10; 4; -1},1,1,227,-2,-1,1,0,,No,-1,Y,N,Y,1,107.10394
12a_134,Y,12,2,4,5,3,5,,0,[-8][-6],14,,2,{-7; 5; -1; 3; -8; 16; -24; 32; -35; 34; -29; 21; -12; 5; -1},1,1,221,0,0,1,0,,No,0,Y,N,Y,2,106.76522
12a_135,N,12,2,3,5,3,6,,2,[-10][-4],14,,2,{-8; 4; -1; 3; -7; 13; -19; 25; -27; 26; -22; 16; -10; 5; -1},1,1,175,-2,-1,0,0,,No,-1,Y,N,Y,1,107.55324
12a_136,Y,12,2,4,5,3,5,,2,[-10][-4],14,,2,{-8; 4; -1; 4; -10; 19; -27; 33; -35; 32; -26; 18; -9; 4; -1},1,1,219,-2,-1,1,0,,No,-1,Y,N,Y,2,106.87416
12a_137,Y,12,2,4,5,3,5,,2,[-10][-4],14,,2,{-8; 4; -1; 4; -9; 17; -25; 31; -34; 32; -26; 19; -11; 5; -1},1,1,215,-2,-1,0,0,,No,-1,Y,N,Y,1,107.05095
12a_138,Y,12,1,4,5,3,5,,-2,[-4][-10],14,,2,{-4; 8; -1; 4; -9; 17; -25; 32; -35; 34; -28; 20; -12; 5; -1},1,1,223,2,1,0,0,,No,1,Y,N,Y,1,106.51074
12a_139,Y,12,2,4,6,3,5,,0,[-7][-7],14,,2,{-6; 6; 1; -4; 10; -19; 29; -37; 41; -39; 33; -23; 14; -6; 1},1,1,257,0,0,0,0,,No,0,Y,N,Y,1,109.09913
12a_140,N,12,2,3,5,3,6,,0,[-6][-8],14,,2,{-5; 7; -1; 4; -9; 16; -22; 27; -28; 26; -21; 14; -8; 4; -1},1,1,181,0,0,1,0,,No,0,Y,N,Y,1,105.36712
12a_141,Y,12,2,4,5,3,5,,0,[-6][-8],14,,1,{-5; 7; -1; 4; -8; 14; -20; 24; -25; 23; -18; 13; -7; 3; -1},1,1,161,0,0,0,0,,No,0,Y,N,Y,1 or 2,108.07828
12a_142,Y,12,2,4,5,3,5,,-4,[0][-14],14,,1,{-1; 11; -1; 4; -8; 15; -21; 27; -29; 27; -23; 16; -9; 4; -1},2,2,185,4,2,0,0,,No,1,Y,N,Y,2,107.38967
12a_143,N,12,4,4,4,3,4,,-8,[7][-21],14,,1,{4; 16; 1; -2; 5; -6; 9; -11; 12; -12; 10; -8; 5; -3; 1},4,4,85,8,4,1,0,,No,1,Y,N,Y,4,105.31891
12a_144,N,12,[3;4],3,5,3,5,,-6,[5][-19],14,,1,{3; 15; 1; -3; 8; -13; 19; -22; 24; -22; 17; -12; 6; -3; 1},3,3,151,6,3,0,0,,No,1,Y,N,Y,3,106.96373
12a_145,N,12,[3;4],3,5,3,5,,-6,[5][-19],14,,1,{3; 15; 1; -3; 8; -13; 21; -26; 28; -27; 22; -16; 9; -4; 1},3,3,179,6,3,1,0,,No,1,Y,N,Y,3,108.18787
12a_146,Y,12,[3;4],5,3,3,3,,6,[-16][2],14,,1,{-12; 0; -1; 2; -4; 5; -6; 7; -7; 7; -5; 5; -3; 2; -1},3,3,55,-6,-3,0,0,,No,-1,Y,N,Y,3,104.55371
12a_147,N,12,[2;4],4,4,3,4,,4,[-14][0],14,,1,{-11; 1; -1; 2; -5; 8; -12; 16; -16; 16; -13; 10; -6; 3; -1},2,2,109,-4,-2,1,0,,No,-1,Y,N,Y,2,106.19008
12a_148,N,12,[2;4],4,5,3,4,,4,[-14][0],14,,1,{-11; 1; -1; 3; -8; 14; -20; 24; -25; 24; -18; 13; -7; 3; -1},2,2,161,-4,-2,0,0,,No,-1,Y,N,Y,2,108.73844
12a_149,Y,12,2,4,6,3,5,,-2,[-3][-11],14,,1,{-3; 9; 1; -4; 9; -16; 24; -29; 32; -29; 24; -17; 9; -4; 1},1,1,199,2,1,0,0,,No,1,Y,N,Y,1,108.69071
12a_150,N,12,[2;4],3,5,3,5,,2,[-12][-2],14,,2,{-10; 2; -1; 2; -6; 11; -17; 23; -24; 25; -21; 15; -9; 4; -1},1,1,159,-2,-1,0,0,,No,-1,Y,N,Y,2,105.57286
12a_151,N,12,1,3,5,3,6,,-2,[-2][-12],14,,1,{-2; 10; -1; 4; -8; 14; -18; 22; -23; 20; -16; 11; -6; 3; -1},1,1,147,2,1,1,0,,No,1,Y,N,Y,1,107.1796
12a_152,N,12,[2;3],2,4,3,6,,-4,[3][-17],14,,1,{2; 14; 1; -3; 7; -10; 14; -16; 17; -15; 12; -9; 5; -3; 1},2,2,113,4,2,0,0,,No,1,Y,N,Y,2,106.95286
12a_153,N,12,[2;3],3,4,3,5,,2,[-12][-2],14,,1,{-10; 2; -1; 2; -5; 8; -11; 15; -16; 16; -13; 10; -6; 3; -1},2,1,107,-2,-1,1,0,,No,-1,Y,N,Y,1,104.80286
12a_154,N,12,2,3,6,3,6,,-4,[1][-15],14,,2,{0; 12; 1; -4; 11; -20; 30; -36; 39; -36; 29; -20; 10; -4; 1},2,2,241,4,2,0,0,,No,1,Y,N,Y,2,109.01499
12a_155,N,12,2,3,5,3,6,,-2,[-4][-10],14,,2,{-4; 8; -1; 4; -8; 15; -21; 25; -27; 25; -20; 14; -7; 3; -1},1,1,171,2,1,1,0,,No,1,Y,N,Y,2,106.85846
12a_156,N,12,[2;4],2,4,3,6,,-4,[3][-17],14,,2,{2; 14; 1; -3; 7; -12; 18; -20; 22; -20; 16; -12; 6; -3; 1},2,2,141,4,2,1,0,,No,1,Y,N,Y,2,105.35392
