Name,Fibered,Crossing Number,Unknotting Number,Genus-3D,Crosscap Number,Bridge Index,Braid Index,Braid Length,Signature,Thurston-Bennequin Number,Arc Index,Stick Number,Tunnel Number,Jones (vector),Genus-4D,Genus-4D (Top.),Determinant,Rasmussen s,Ozsvath-Szabo tau,Arf Invariant,Turaev Genus,Clasp Number,L-space,Epsilon,Quasialternating,Almost Alternating,Adequate,Unknotting Number-Algebraic,Ropelength
12a_487,Y,12,2,4,6,3,5,,2,[-11][-3],14,,2,{-9; 3; 1; -4; 11; -21; 31; -39; 42; -40; 33; -22; 13; -5; 1},1,1,263,-2,-1,0,0,,No,-1,Y,N,Y,1,108.0779
12a_488,Y,12,2,4,4,3,5,,-2,[-5][-9],14,,2,{-5; 7; 1; -3; 8; -14; 20; -25; 27; -26; 22; -15; 9; -4; 1},1,1,175,2,1,0,0,,No,1,Y,N,Y,2,105.73127
12a_489,N,12,2,3,5,3,6,,-2,[-3][-11],14,,2,{-3; 9; 1; -3; 9; -17; 25; -31; 34; -32; 26; -18; 10; -4; 1},1,1,211,2,1,1,0,,No,1,Y,N,Y,1,106.30086
12a_490,N,12,3,3,5,3,5,,-6,[5][-19],14,,2,{3; 15; 1; -3; 9; -16; 25; -30; 33; -32; 25; -18; 10; -4; 1},3,3,207,6,3,0,0,,No,1,Y,N,Y,3,106.93421
12a_491,N,12,2,3,5,3,6,,0,[-7][-7],14,,2,{-6; 6; 1; -3; 7; -13; 20; -25; 28; -27; 22; -16; 10; -4; 1},1,1,177,0,0,0,0,,No,0,Y,N,Y,1,108.26326
12a_492,N,12,2,3,5,3,6,,0,[-7][-7],14,,2,{-6; 6; 1; -3; 8; -15; 23; -29; 31; -30; 25; -17; 10; -4; 1},1,1,197,0,0,1,0,,No,0,Y,N,Y,1,106.49979
12a_493,Y,12,[2;3],4,4,3,5,,-2,[-5][-9],14,,2,{-5; 7; 1; -3; 8; -13; 19; -25; 26; -25; 22; -15; 9; -4; 1},1,1,171,2,1,1,0,,No,1,Y,N,Y,2,105.72156
12a_494,N,12,[2;3],3,5,3,6,,0,[-7][-7],14,,2,{-6; 6; 1; -3; 9; -16; 23; -30; 32; -30; 25; -17; 10; -4; 1},1,1,201,0,0,0,0,,No,0,Y,N,Y,2,106.57578
12a_495,N,12,2,4,5,3,4,,-4,[0][-14],14,,2,{-1; 11; -1; 4; -10; 20; -28; 36; -39; 37; -31; 21; -12; 5; -1},2,2,245,4,2,1,0,,No,1,Y,N,Y,2,107.91332
12a_496,N,12,[2;3],4,6,3,4,,-2,[-3][-11],14,,2,{-3; 9; 1; -5; 12; -22; 33; -39; 43; -40; 32; -22; 12; -5; 1},1,1,267,2,1,1,0,,No,1,Y,N,Y,1,108.47837
12a_497,Y,12,1,4,6,2,5,,0,[-7][-7],14,,1,{-6; 6; 1; -4; 9; -16; 24; -30; 33; -31; 26; -18; 11; -5; 1},1,1,209,0,0,0,0,,No,0,Y,N,Y,1,110.00261
12a_498,Y,12,1,4,5,2,5,,-2,[-4][-10],14,,1,{-4; 8; -1; 4; -9; 16; -23; 30; -32; 31; -26; 18; -11; 5; -1},1,1,207,2,1,0,0,,No,1,Y,N,Y,1,110.66315
12a_499,Y,12,2,4,6,2,5,,0,[-7][-7],14,,1,{-6; 6; 1; -5; 11; -19; 28; -34; 37; -34; 28; -19; 11; -5; 1},1,1,233,0,0,0,0,,No,0,Y,N,Y,1,108.98314
12a_500,Y,12,2,4,5,2,5,,-2,[-4][-10],14,,1,{-4; 8; -1; 4; -8; 14; -19; 24; -26; 24; -20; 14; -8; 4; -1},1,1,167,2,1,0,0,,No,1,Y,N,Y,1,111.41647
12a_501,Y,12,2,4,5,2,5,,-2,[-4][-10],14,,1,{-4; 8; -1; 4; -8; 15; -22; 28; -31; 30; -25; 18; -11; 5; -1},1,1,199,2,1,0,0,,No,1,Y,N,Y,1,110.88814
12a_502,N,12,3,4,4,2,4,,-6,[3][-17],14,,1,{1; 13; 1; -2; 5; -7; 10; -12; 13; -13; 11; -8; 5; -3; 1},3,3,91,6,3,1,0,,No,1,Y,N,Y,3,106.46888
12a_503,Y,12,2,4,4,3,5,,-2,[-5][-9],14,,2,{-5; 7; 1; -3; 7; -11; 15; -19; 20; -19; 17; -11; 7; -4; 1},1,1,135,2,1,0,0,,No,1,Y,N,Y,2,106.48056
12a_504,N,12,2,3,5,3,5,,-4,[1][-15],14,,2,{0; 12; 1; -3; 8; -13; 19; -23; 24; -22; 18; -12; 6; -3; 1},2,2,153,4,2,0,0,,No,1,Y,N,Y,2,108.68375
12a_505,Y,12,2,4,5,3,5,,2,[-11][-3],14,,2,{-9; 3; 1; -4; 9; -16; 22; -27; 29; -26; 22; -14; 8; -4; 1},1,1,183,-2,-1,0,0,,No,-1,Y,N,Y,1,107.42375
12a_506,Y,12,2,4,5,2,5,,0,[-7][-7],14,,1,{-6; 6; 1; -4; 9; -15; 22; -27; 29; -27; 22; -15; 9; -4; 1},1,1,185,0,0,0,0,,No,0,Y,N,Y,1,106.37926
12a_507,N,12,3,4,4,3,4,,-6,[3][-17],14,,1,{1; 13; 1; -2; 6; -9; 13; -16; 17; -17; 14; -10; 6; -3; 1},3,3,115,6,3,1,0,,No,1,Y,N,Y,3,109.95286
12a_508,N,12,[2;3],3,5,2,5,,-4,[1][-15],14,,1,{0; 12; 1; -2; 6; -10; 15; -19; 20; -19; 16; -11; 6; -3; 1},2,2,129,4,2,0,0,,No,1,Y,N,Y,2,104.75816
12a_509,N,12,1,4,6,3,4,,-2,[-3][-11],14,,2,{-3; 9; 1; -4; 10; -18; 27; -32; 35; -33; 26; -18; 10; -4; 1},1,1,219,2,1,1,0,,No,1,Y,N,Y,1,107.19766
12a_510,N,12,2,3,6,2,5,,0,[-7][-7],14,,1,{-6; 6; 1; -4; 9; -16; 23; -28; 31; -28; 23; -16; 9; -4; 1},1,1,193,0,0,0,0,,No,0,Y,N,Y,1,108.03803
12a_511,N,12,2,4,5,2,4,,4,[-14][0],14,,1,{-11; 1; -1; 3; -6; 10; -15; 18; -19; 18; -14; 11; -6; 3; -1},2,2,125,-4,-2,1,0,,No,-1,Y,N,Y,2,110.92171
12a_512,Y,12,2,4,5,2,5,,2,[-10][-4],14,,1,{-8; 4; -1; 3; -7; 12; -17; 22; -23; 22; -18; 13; -8; 4; -1},1,1,151,-2,-1,0,0,,No,-1,Y,N,Y,1,106.31781
12a_513,N,12,2,3,5,3,5,,2,[-12][-2],14,,2,{-10; 2; -1; 3; -7; 13; -20; 25; -27; 27; -22; 16; -9; 4; -1},1,1,175,-2,-1,0,0,,No,-1,Y,N,Y,1,107.60144
12a_514,N,12,2,3,5,2,5,,2,[-12][-2],14,,1,{-10; 2; -1; 4; -9; 15; -22; 27; -29; 28; -22; 16; -9; 4; -1},1,1,187,-2,-1,1,0,,No,-1,Y,N,Y,2,106.94521
12a_515,Y,12,2,4,5,3,5,,0,[-6][-8],14,,2,{-5; 7; -1; 4; -8; 14; -21; 26; -27; 26; -21; 15; -9; 4; -1},1,1,177,0,0,0,0,,No,0,Y,N,Y,1,108.03107
12a_516,Y,12,2,4,6,3,5,,-2,[-3][-11],14,,2,{-3; 9; 1; -4; 9; -16; 25; -31; 34; -32; 27; -19; 11; -5; 1},1,1,215,2,1,0,0,,No,1,Y,N,Y,1,108.05588
12a_517,Y,12,2,4,4,2,5,,-4,[-1][-13],14,,1,{-2; 10; 1; -3; 7; -11; 16; -20; 22; -21; 18; -13; 8; -4; 1},2,2,145,4,2,0,0,,No,1,Y,N,Y,2,107.83534
12a_518,N,12,2,3,5,2,6,,0,[-6][-8],14,,1,{-5; 7; -1; 4; -8; 14; -19; 23; -24; 22; -18; 12; -7; 4; -1},1,1,157,0,0,1,0,,No,0,Y,N,Y,1,106.56069
12a_519,N,12,3,4,4,2,4,,-6,[3][-17],14,,1,{1; 13; 1; -2; 5; -8; 12; -15; 17; -16; 14; -11; 6; -3; 1},3,3,111,6,3,0,0,,No,1,Y,N,Y,3,106.41905
12a_520,N,12,2,3,4,2,5,,-4,[1][-15],14,,1,{0; 12; 1; -3; 7; -11; 16; -19; 21; -19; 15; -11; 6; -3; 1},2,2,133,4,2,1,0,,No,1,Y,N,Y,2,105.66855
12a_521,Y,12,2,4,4,2,5,,-4,[-1][-13],14,,1,{-2; 10; 1; -3; 6; -9; 13; -15; 17; -16; 13; -10; 6; -3; 1},2,2,113,4,2,0,0,,No,1,Y,N,Y,2,108.21217
12a_522,N,12,2,3,5,2,5,,-4,[1][-15],14,,1,{0; 12; 1; -3; 8; -13; 20; -25; 27; -26; 21; -15; 9; -4; 1},2,2,173,4,2,1,0,,No,1,Y,N,Y,2,108.22748
12a_523,N,12,2,4,5,3,4,,0,[-6][-8],14,,2,{-5; 7; -1; 4; -10; 18; -26; 32; -33; 32; -25; 17; -10; 4; -1},1,1,213,0,0,1,0,,No,0,Y,N,Y,1,108.60426
12a_524,N,12,1,3,5,3,6,,-2,[-3][-11],14,,2,{-3; 9; 1; -4; 9; -15; 22; -25; 27; -25; 19; -13; 7; -3; 1},1,1,171,2,1,1,0,,No,1,Y,N,Y,1,108.0407
12a_525,N,12,2,3,4,3,6,,0,[-9][-5],14,,2,{-8; 4; 1; -3; 6; -11; 15; -19; 22; -20; 18; -13; 8; -4; 1},1,1,141,0,0,1,0,,No,0,Y,N,Y,1,107.06389
12a_526,N,12,2,4,6,3,4,,-2,[-3][-11],14,,2,{-3; 9; 1; -4; 10; -18; 26; -31; 34; -31; 25; -17; 9; -4; 1},1,1,211,2,1,1,0,,No,1,Y,N,Y,1,107.06393
12a_527,N,12,2,4,5,3,4,,-4,[0][-14],14,,2,{-1; 11; -1; 4; -9; 17; -23; 29; -31; 29; -24; 16; -9; 4; -1},2,2,197,4,2,1,0,,No,1,Y,N,Y,2,109.90045
12a_528,Y,12,2,4,5,2,5,,2,[-10][-4],14,,1,{-8; 4; -1; 4; -9; 15; -22; 27; -28; 27; -21; 15; -9; 4; -1},1,1,183,-2,-1,0,0,,No,-1,Y,N,Y,1,108.76706
12a_529,N,12,2,3,5,3,6,,0,[-8][-6],14,,2,{-7; 5; -1; 4; -8; 15; -22; 27; -30; 28; -23; 17; -9; 4; -1},1,1,189,0,0,1,0,,No,0,Y,N,Y,1,106.95974
12a_530,N,12,2,3,5,3,6,,0,[-6][-8],14,,2,{-5; 7; -1; 4; -9; 17; -25; 32; -34; 32; -27; 19; -11; 5; -1},1,1,217,0,0,0,0,,No,0,Y,N,Y,1,108.25447
12a_531,N,12,2,4,5,3,4,,-2,[-3][-11],14,,2,{-3; 9; 1; -3; 7; -12; 18; -22; 24; -22; 18; -13; 7; -3; 1},1,1,151,2,1,0,0,,No,1,Y,N,Y,1,106.49858
12a_532,N,12,2,3,4,2,5,,0,[-5][-9],14,,1,{-4; 8; 1; -3; 7; -11; 15; -18; 19; -17; 14; -10; 6; -3; 1},1,1,125,0,0,1,0,,No,0,Y,N,Y,1,107.27954
12a_533,N,12,[2;3],4,5,2,4,,4,[-14][0],14,,1,{-11; 1; -1; 3; -7; 12; -17; 20; -21; 20; -15; 11; -6; 3; -1},2,2,137,-4,-2,0,0,,No,-1,Y,N,Y,2,107.27022
12a_534,N,12,2,3,5,2,5,,2,[-12][-2],14,,1,{-10; 2; -1; 3; -7; 12; -18; 23; -25; 25; -20; 15; -9; 4; -1},2,1,163,-2,-1,1,0,,No,-1,Y,N,Y,1,107.3973
12a_535,Y,12,1,4,5,2,5,,2,[-10][-4],14,,1,{-8; 4; -1; 4; -9; 15; -21; 26; -27; 25; -20; 14; -8; 4; -1},1,1,175,-2,-1,0,0,,No,-1,Y,N,Y,1,107.92157
12a_536,Y,12,2,4,4,2,5,,-4,[-1][-13],14,,1,{-2; 10; 1; -3; 6; -10; 15; -18; 21; -20; 17; -13; 8; -4; 1},2,2,137,4,2,0,0,,No,1,Y,N,Y,2,108.79053
12a_537,N,12,1,3,5,2,6,,-2,[-3][-11],14,[9;12],1,{-3; 9; 1; -4; 9; -15; 22; -26; 28; -26; 21; -14; 8; -4; 1},1,1,179,2,1,1,0,,No,1,Y,N,Y,1,107.78498
12a_538,N,12,3,4,4,2,4,,-6,[3][-17],14,,1,{1; 13; 1; -2; 4; -6; 9; -10; 12; -12; 10; -8; 5; -3; 1},3,3,83,6,3,1,0,,No,1,Y,N,Y,3,105.43224
12a_539,N,12,2,3,5,2,5,,-4,[1][-15],14,,1,{0; 12; 1; -3; 7; -12; 18; -21; 23; -21; 17; -12; 6; -3; 1},2,2,145,4,2,0,0,,No,1,Y,N,Y,2,106.36226
12a_540,N,12,2,3,5,2,5,,-4,[1][-15],14,,1,{0; 12; 1; -3; 7; -12; 19; -23; 26; -25; 20; -15; 9; -4; 1},2,2,165,4,2,1,0,,No,1,Y,N,Y,2,108.33286
12a_541,Y,12,2,4,4,2,5,,-4,[-1][-13],14,,1,{-2; 10; 1; -3; 7; -11; 17; -21; 23; -23; 19; -14; 9; -4; 1},2,2,153,4,2,0,0,,No,1,Y,N,Y,2,108.05206
12a_542,N,12,2,2,4,3,6,,-2,[-1][-13],14,,2,{-1; 11; 1; -3; 6; -10; 15; -17; 19; -17; 14; -11; 6; -3; 1},2,1,123,2,1,1,0,,No,1,Y,N,Y,2,105.4597
12a_543,N,12,2,3,6,3,6,,-2,[-3][-11],14,,2,{-3; 9; 1; -4; 10; -18; 28; -35; 38; -36; 30; -21; 12; -5; 1},1,1,239,2,1,0,0,,No,1,Y,N,Y,1,105.49353
12a_544,N,12,[2;3],4,5,3,4,,0,[-6][-8],14,,1,{-5; 7; -1; 3; -8; 14; -19; 24; -24; 23; -18; 12; -7; 3; -1},1,1,157,0,0,1,0,,No,0,Y,N,Y,1,107.24961
12a_545,N,12,[2;3],3,5,2,5,,-2,[-4][-10],14,,1,{-4; 8; -1; 3; -7; 12; -16; 21; -22; 21; -17; 12; -7; 3; -1},1,1,143,2,1,0,0,,No,1,Y,N,Y,1,109.03446
12a_546,N,12,2,3,6,3,6,,-2,[-3][-11],14,,2,{-3; 9; 1; -4; 10; -18; 28; -34; 37; -35; 28; -20; 11; -4; 1},1,1,231,2,1,0,0,,No,1,Y,N,Y,2,106.41861
12a_547,N,12,2,3,6,3,5,,-4,[1][-15],14,,2,{0; 12; 1; -4; 11; -19; 29; -35; 37; -35; 28; -19; 10; -4; 1},2,2,233,4,2,0,0,,No,1,Y,N,Y,2,107.68098
12a_548,N,12,2,3,4,3,5,,-4,[-1][-13],14,,2,{-2; 10; 1; -2; 5; -8; 12; -15; 16; -16; 14; -10; 6; -3; 1},2,2,109,4,2,1,0,,No,1,Y,N,Y,2,108.30328
12a_549,N,12,2,2,4,2,6,,-2,[-3][-11],14,,1,{-3; 9; 1; -2; 5; -8; 12; -16; 17; -16; 14; -10; 6; -3; 1},1,1,111,2,1,0,0,,No,1,Y,N,Y,2,106.393
12a_550,N,12,2,3,5,2,6,,0,[-8][-6],14,,1,{-7; 5; -1; 3; -6; 11; -16; 21; -23; 22; -19; 14; -8; 4; -1},1,1,149,0,0,1,0,,No,0,Y,N,Y,1,106.19038
12a_551,N,12,1,2,4,2,6,,-2,[-1][-13],14,,1,{-1; 11; 1; -3; 6; -9; 13; -14; 15; -14; 11; -8; 5; -3; 1},1,1,103,2,1,0,0,,No,1,Y,N,Y,1,108.22704
12a_552,N,12,2,3,4,2,6,,-2,[-3][-11],14,,1,{-3; 9; 1; -3; 7; -11; 16; -19; 20; -19; 15; -10; 6; -3; 1},1,1,131,2,1,1,0,,No,1,Y,N,Y,1,106.24177
12a_553,N,12,[2;3],4,5,3,4,,-4,[0][-14],14,,2,{-1; 11; -1; 4; -9; 17; -24; 30; -32; 31; -25; 17; -10; 4; -1},2,2,205,4,2,1,0,,No,1,Y,N,Y,2,106.46759
12a_554,N,12,3,3,5,4,6,,0,[-7][-7],14,,3,{-6; 6; 1; -3; 9; -16; 22; -29; 30; -27; 24; -15; 8; -4; 1},1,1,189,0,0,1,0,,No,0,Y,N,Y,3,108.2518
12a_555,N,12,2,3,5,3,6,,0,[-6][-8],14,,2,{-5; 7; -1; 3; -7; 14; -21; 28; -30; 29; -25; 18; -11; 5; -1},1,1,193,0,0,0,0,,No,0,Y,N,Y,1,106.98308
12a_556,N,12,[2;3],3,5,3,5,,-4,[1][-15],14,,2,{0; 12; 1; -2; 6; -11; 17; -21; 23; -22; 18; -13; 7; -3; 1},2,2,145,4,2,0,0,,No,1,Y,N,Y,2,106.7132
12a_557,N,12,2,2,4,3,6,,-2,[-1][-13],14,,2,{-1; 11; 1; -2; 5; -8; 12; -15; 16; -15; 13; -10; 6; -3; 1},1,1,107,2,1,1,0,,No,1,Y,N,Y,1,105.4229
12a_558,N,12,2,4,5,3,4,,-4,[0][-14],14,,2,{-1; 11; -1; 4; -9; 18; -26; 34; -37; 35; -30; 21; -12; 5; -1},2,2,233,4,2,0,0,,No,1,Y,N,Y,2,106.12786
12a_559,N,12,1,3,5,3,5,,-2,[-2][-12],14,,2,{-2; 10; -1; 4; -9; 17; -24; 31; -33; 31; -26; 18; -11; 5; -1},1,1,211,2,1,1,0,,No,1,Y,N,Y,1,107.44993
12a_560,N,12,1,3,5,3,6,,0,[-8][-6],14,,2,{-7; 5; -1; 3; -7; 13; -19; 25; -27; 26; -22; 16; -9; 4; -1},1,1,173,0,0,1,0,,No,0,Y,N,Y,1,108.51956
12a_561,Y,12,3,4,5,3,5,,-4,[0][-14],14,,2,{-1; 11; -1; 4; -9; 17; -25; 33; -35; 34; -29; 20; -12; 5; -1},2,2,225,4,2,0,0,,No,1,Y,N,Y,3,108.02645
12a_562,N,12,2,3,5,3,6,,-2,[-3][-11],14,,2,{-3; 9; 1; -3; 8; -14; 20; -25; 27; -25; 21; -14; 8; -4; 1},1,1,171,2,1,1,0,,No,1,Y,N,Y,2,106.47365
12a_563,N,12,3,3,4,3,5,,-4,[1][-15],14,,2,{0; 12; 1; -2; 5; -9; 13; -16; 19; -17; 14; -11; 6; -3; 1},2,2,117,4,2,1,0,,No,1,Y,N,Y,3,107.66131
12a_564,N,12,2,2,4,3,6,,-2,[-1][-13],14,,2,{-1; 11; 1; -3; 7; -12; 17; -19; 21; -19; 15; -11; 6; -3; 1},1,1,135,2,1,0,0,,No,1,Y,N,Y,2,104.60564
12a_565,Y,12,2,4,5,3,5,,4,[-14][0],14,,2,{-11; 1; -1; 4; -10; 17; -24; 29; -30; 28; -22; 15; -8; 4; -1},2,2,193,-4,-2,0,0,,No,-1,Y,N,Y,2,106.62906
12a_566,N,12,2,3,5,3,6,,2,[-12][-2],14,,2,{-10; 2; -1; 3; -7; 12; -17; 22; -24; 23; -19; 14; -8; 4; -1},1,1,155,-2,-1,1,0,,No,-1,Y,N,Y,2,106.87396
12a_567,N,12,2,4,5,3,4,,0,[-6][-8],14,,2,{-5; 7; -1; 4; -9; 18; -28; 36; -39; 38; -32; 23; -14; 6; -1},1,1,249,0,0,0,0,,No,0,Y,N,Y,1,105.89954
12a_568,N,12,[2;3],3,5,3,5,,-4,[1][-15],14,,2,{0; 12; 1; -2; 6; -11; 17; -22; 25; -24; 20; -15; 9; -4; 1},2,2,157,4,2,1,0,,No,1,Y,N,Y,2,106.64659
12a_569,Y,12,3,4,5,3,5,,4,[-14][0],14,,2,{-11; 1; -1; 3; -8; 13; -18; 23; -23; 22; -18; 12; -7; 4; -1},2,2,153,-4,-2,0,0,,No,-1,Y,N,Y,3,107.93309
12a_570,N,12,2,3,5,3,6,,2,[-12][-2],14,,2,{-10; 2; -1; 3; -8; 14; -21; 28; -30; 30; -25; 18; -11; 5; -1},1,1,195,-2,-1,1,0,,No,-1,Y,N,Y,2,106.12231
12a_571,N,12,1,4,6,3,4,,-2,[-3][-11],14,,2,{-3; 9; 1; -4; 10; -20; 32; -40; 45; -43; 36; -26; 15; -6; 1},1,1,279,2,1,0,0,,No,1,Y,N,Y,1,110.28096
12a_572,N,12,2,4,5,3,4,,-2,[-3][-11],14,,2,{-3; 9; 1; -3; 7; -13; 20; -25; 28; -26; 22; -16; 9; -4; 1},1,1,175,2,1,0,0,,No,1,Y,N,Y,1,106.91023
12a_573,N,12,2,4,4,3,4,,2,[-9][-5],14,,2,{-7; 5; 1; -3; 6; -11; 16; -20; 22; -20; 18; -13; 8; -4; 1},1,1,143,-2,-1,0,0,,No,-1,Y,N,Y,1,107.07049
12a_574,N,12,4,4,4,3,4,,-8,[7][-21],14,,2,{4; 16; 1; -2; 6; -8; 12; -16; 17; -17; 15; -11; 7; -4; 1},4,4,117,8,4,1,0,,No,1,Y,N,Y,4,107.09742
12a_575,N,12,3,3,5,3,5,,-6,[5][-19],14,,2,{3; 15; 1; -3; 9; -15; 22; -27; 29; -27; 22; -15; 8; -4; 1},3,3,183,6,3,0,0,,No,1,Y,N,Y,3,105.2494
12a_576,Y,12,3,5,3,3,3,,6,[-16][2],14,,2,{-12; 0; -1; 2; -4; 6; -7; 8; -9; 8; -6; 6; -3; 2; -1},3,3,63,-6,-3,0,0,,No,-1,Y,N,Y,3,107.68174
12a_577,N,12,2,4,4,3,4,,4,[-14][0],14,,2,{-11; 1; -1; 2; -5; 9; -13; 17; -18; 17; -14; 11; -6; 3; -1},2,2,117,-4,-2,1,0,,No,-1,Y,N,Y,2,103.70199
12a_578,N,12,2,4,5,3,4,,4,[-14][0],14,,2,{-11; 1; -1; 3; -8; 14; -19; 23; -24; 22; -17; 12; -6; 3; -1},2,2,153,-4,-2,0,0,,No,-1,Y,N,Y,2,107.30684
12a_579,Y,12,1,4,5,2,5,,0,[-7][-7],14,,1,{-6; 6; 1; -4; 9; -15; 21; -26; 28; -25; 21; -14; 8; -4; 1},1,1,177,0,0,0,0,,No,0,Y,N,Y,1,107.2675
12a_580,N,12,[2;3],4,3,2,4,,4,[-14][0],14,,1,{-11; 1; -1; 2; -4; 6; -8; 10; -10; 9; -7; 6; -3; 2; -1},2,2,69,-4,-2,1,0,,No,-1,Y,N,Y,2,109.06728
12a_581,N,12,2,3,4,2,5,,2,[-12][-2],14,,1,{-10; 2; -1; 2; -5; 9; -13; 17; -18; 18; -15; 11; -6; 3; -1},1,1,119,-2,-1,0,0,,No,-1,Y,N,Y,1,103.87043
12a_582,N,12,2,3,4,2,5,,2,[-12][-2],14,,1,{-10; 2; -1; 3; -7; 11; -15; 19; -20; 19; -15; 11; -6; 3; -1},1,1,131,-2,-1,1,0,,No,-1,Y,N,Y,1,106.34576
12a_583,Y,12,2,4,5,2,5,,0,[-7][-7],14,,1,{-6; 6; 1; -3; 7; -12; 18; -23; 25; -24; 20; -14; 9; -4; 1},1,1,161,0,0,0,0,,No,0,Y,N,Y,1,108.48776
12a_584,Y,12,2,4,5,2,5,,-2,[-4][-10],14,,1,{-4; 8; -1; 3; -6; 11; -15; 20; -22; 21; -18; 13; -8; 4; -1},1,1,143,2,1,0,0,,No,1,Y,N,Y,1,110.5206
12a_585,N,12,1,3,5,2,6,,0,[-6][-8],14,,1,{-5; 7; -1; 4; -9; 16; -22; 27; -28; 26; -21; 14; -8; 4; -1},1,1,181,0,0,1,0,,No,0,Y,N,Y,1,108.84164
12a_586,N,12,[3;4],3,5,3,5,,-6,[5][-19],14,,2,{3; 15; 1; -3; 8; -14; 23; -29; 32; -31; 26; -19; 11; -5; 1},3,3,203,6,3,1,0,,No,1,Y,N,Y,3,109.77391
12a_587,N,12,3,4,4,3,4,,-6,[3][-17],14,,2,{1; 13; 1; -3; 8; -13; 20; -25; 27; -26; 22; -16; 9; -4; 1},3,3,175,6,3,0,0,,No,1,Y,N,Y,3,107.9295
12a_588,N,12,1,4,6,3,4,,-2,[-3][-11],14,,2,{-3; 9; 1; -4; 10; -19; 30; -37; 41; -39; 32; -23; 13; -5; 1},1,1,255,2,1,0,0,,No,1,Y,N,Y,1,105.85213
12a_589,N,12,2,4,5,3,4,,4,[-14][0],14,,2,{-11; 1; -1; 3; -8; 15; -22; 27; -29; 28; -22; 16; -9; 4; -1},2,2,185,-4,-2,0,0,,No,-1,Y,N,Y,2,109.61397
12a_590,N,12,3,4,4,3,4,,-6,[3][-17],14,,2,{1; 13; 1; -2; 6; -10; 16; -21; 23; -23; 20; -15; 9; -4; 1},3,3,151,6,3,0,0,,No,1,Y,N,Y,3,106.00552
12a_591,N,12,2,3,4,3,5,,-4,[1][-15],14,,1,{0; 12; 1; -2; 5; -8; 12; -15; 17; -16; 13; -10; 6; -3; 1},2,2,109,4,2,1,0,,No,1,Y,N,Y,2,105.67463
12a_592,N,12,[2;3],3,6,3,5,,-4,[1][-15],14,,2,{0; 12; 1; -3; 9; -17; 26; -32; 35; -33; 27; -19; 10; -4; 1},2,2,217,4,2,0,0,,No,1,Y,N,Y,2,107.25631
12a_593,N,12,2,3,5,3,5,,0,[-7][-7],14,,2,{-6; 6; 1; -3; 7; -14; 21; -26; 29; -27; 23; -16; 9; -4; 1},1,1,181,0,0,1,0,,No,0,Y,N,Y,1,106.99115
12a_594,N,12,2,3,4,3,5,,2,[-12][-2],14,,2,{-10; 2; -1; 2; -5; 8; -10; 14; -15; 14; -12; 9; -5; 3; -1},1,1,99,-2,-1,1,0,,No,-1,Y,N,Y,2,105.92452
12a_595,N,12,2,3,4,2,6,,-2,[-5][-9],14,,1,{-5; 7; 1; -3; 6; -10; 15; -19; 21; -20; 18; -13; 8; -4; 1},1,1,139,2,1,1,0,,No,1,Y,N,Y,1,105.27272
12a_596,N,12,2,2,3,2,6,,0,[-10][-4],14,,1,{-9; 3; -1; 2; -4; 6; -8; 11; -11; 11; -10; 8; -5; 3; -1},1,1,81,0,0,0,0,,No,0,Y,N,Y,1,105.91004
12a_597,N,12,[2;3],3,4,2,6,,2,[-9][-5],14,,1,{-7; 5; 1; -3; 7; -11; 15; -18; 18; -17; 14; -9; 6; -3; 1},1,1,123,-2,-1,1,0,,No,-1,Y,N,Y,2,109.06843
12a_598,N,12,2,4,5,3,4,,-2,[-3][-11],14,,2,{-3; 9; 1; -4; 10; -18; 26; -31; 34; -31; 25; -17; 9; -4; 1},1,1,211,2,1,1,0,,No,1,Y,N,Y,1,107.70374
12a_599,N,12,2,4,5,3,4,,4,[-14][0],14,,2,{-11; 1; -1; 4; -10; 18; -26; 31; -33; 31; -24; 17; -9; 4; -1},2,2,209,-4,-2,0,0,,No,-1,Y,N,Y,2,106.15542
12a_600,N,12,[2;3],3,4,2,5,,-4,[1][-15],14,,1,{0; 12; 1; -2; 5; -8; 12; -15; 17; -16; 13; -10; 6; -3; 1},2,2,109,4,2,1,0,,No,1,Y,N,Y,2,106.49578
12a_601,N,12,2,2,4,2,6,,-2,[-1][-13],14,,1,{-1; 11; 1; -3; 7; -11; 16; -18; 19; -18; 14; -10; 6; -3; 1},1,1,127,2,1,0,0,,No,1,Y,N,Y,1,106.71505
12a_602,N,12,2,4,5,3,4,,0,[-6][-8],14,,2,{-5; 7; -1; 4; -10; 19; -27; 34; -36; 34; -28; 19; -11; 5; -1},1,1,229,0,0,1,0,,No,0,Y,N,Y,1,107.27815
12a_603,N,12,2,3,5,3,5,,-2,[-4][-10],14,,2,{-4; 8; -1; 4; -9; 17; -24; 31; -34; 32; -27; 19; -11; 5; -1},1,1,215,2,1,0,0,,No,1,Y,N,Y,1,107.27661
12a_604,N,12,1,3,6,3,6,,-2,[-3][-11],14,,2,{-3; 9; 1; -3; 8; -16; 25; -32; 36; -34; 29; -21; 12; -5; 1},1,1,223,2,1,0,0,,No,1,Y,N,Y,1,106.21952
12a_605,N,12,2,4,4,3,4,,2,[-9][-5],14,,2,{-7; 5; 1; -3; 7; -13; 18; -22; 24; -22; 19; -13; 8; -4; 1},1,1,155,-2,-1,1,0,,No,-1,Y,N,Y,1,107.40574
